DRUG	ENTREZ	NAME	DESC
delta-amino valeric acid	2628	GATM	glycine amidinotransferase (L-arginine:glycine amidinotransferase)
demecarium bromide	43	ACHE	acetylcholinesterase (YT blood group)
demecarium bromide	590	BCHE	butyrylcholinesterase
denileukin diftitox	3559	IL2RA	interleukin 2 receptor, alpha
denileukin diftitox	3560	IL2RB	interleukin 2 receptor, beta
denileukin diftitox	3561	IL2RG	interleukin 2 receptor, gamma (severe combined immunodeficiency)
deoxy-bigchap	5465	PPARA	peroxisome proliferative activated receptor, alpha
deoxyuridine-5'-diphosphate	1854	DUT	dUTP pyrophosphatase
deserpidine	1636	ACE	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1
desflurane	2554	GABRA1	gamma-aminobutyric acid (GABA) A receptor, alpha 1
desflurane	27032	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1
desflurane	2741	GLRA1	glycine receptor, alpha 1 (startle disease/hyperekplexia, stiff man syndrome)
desflurane	2890	GRIA1	glutamate receptor, ionotropic, AMPA 1
desflurane	3736	KCNA1	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia)
desflurane	4535	MT-ND1	mitochondrially encoded NADH dehydrogenase 1
desflurane	513	ATP5D	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit
desipramine	1128	CHRM1	cholinergic receptor, muscarinic 1
desipramine	1129	CHRM2	cholinergic receptor, muscarinic 2
desipramine	153	ADRB1	adrenergic, beta-1-, receptor
desipramine	154	ADRB2	adrenergic, beta-2-, receptor, surface
desipramine	3269	HRH1	histamine receptor H1
desipramine	6530	SLC6A2	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2
desipramine	6532	SLC6A4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4
desipramine	6609	SMPD1	sphingomyelin phosphodiesterase 1, acid lysosomal (acid sphingomyelinase)
deslanoside	476	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide
desloratadine	3269	HRH1	histamine receptor H1
desmopressin	552	AVPR1A	arginine vasopressin receptor 1A
desmopressin	553	AVPR1B	arginine vasopressin receptor 1B
desogestrel	2099	ESR1	estrogen receptor 1
desogestrel	5241	PGR	progesterone receptor
desonide	301	ANXA1	annexin A1
desoximetasone	301	ANXA1	annexin A1
desoxycorticosterone pivalate	4306	NR3C2	nuclear receptor subfamily 3, group C, member 2
dexamethasone	190	NR0B1	nuclear receptor subfamily 0, group B, member 1
dexamethasone	2908	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
dexamethasone	301	ANXA1	annexin A1
dexamethasone	339345	NANOS2	nanos homolog 2 (Drosophila)
dexamethasone	4790	NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (p105)
dexamethasone	6387	CXCL12	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)
dexbrompheniramine	3269	HRH1	histamine receptor H1
dexfenfluramine	3351	HTR1B	5-hydroxytryptamine (serotonin) receptor 1B
dexfenfluramine	3358	HTR2C	5-hydroxytryptamine (serotonin) receptor 2C
dexfenfluramine	6532	SLC6A4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4
dexmedetomidine	150	ADRA2A	adrenergic, alpha-2A-, receptor
dexrazoxane	7153	TOP2A	topoisomerase (DNA) II alpha 170kDa
dextroamphetamine	147	ADRA1B	adrenergic, alpha-1B-, receptor
dextroamphetamine	148	ADRA1A	adrenergic, alpha-1A-, receptor
dextroamphetamine	6531	SLC6A3	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3
dextromethorphan	10280	OPRS1	opioid receptor, sigma 1
dextromethorphan	1135	CHRNA2	cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)
dextromethorphan	116443	GRIN3A	glutamate receptor, ionotropic, N-methyl-D-aspartate 3A
dextromethorphan	6532	SLC6A4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4
dezocine	4986	OPRK1	opioid receptor, kappa 1
dezocine	4988	OPRM1	opioid receptor, mu 1
diazepam	2554	GABRA1	gamma-aminobutyric acid (GABA) A receptor, alpha 1
diazepam	2555	GABRA2	gamma-aminobutyric acid (GABA) A receptor, alpha 2
diazepam	2556	GABRA3	gamma-aminobutyric acid (GABA) A receptor, alpha 3
diazepam	706	BZRP	benzodiazapine receptor (peripheral)
diazoxide	3767	KCNJ11	potassium inwardly-rectifying channel, subfamily J, member 11
diazoxide	3778	KCNMA1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1
diazoxide	476	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide
diazoxide	6559	SLC12A3	solute carrier family 12 (sodium/chloride transporters), member 3
diazoxide	759	CA1	carbonic anhydrase I
diazoxide	760	CA2	carbonic anhydrase II
diazoxide	762	CA4	carbonic anhydrase IV
dibenzofuran-4,6-dicarboxylic acid	7276	TTR	transthyretin (prealbumin, amyloidosis type I)
dibucaine	6331	SCN5A	sodium channel, voltage-gated, type V, alpha (long QT syndrome 3)
dibucaine	6336	SCN10A	sodium channel, voltage-gated, type X, alpha
dibucaine	808	CALM3	calmodulin 3 (phosphorylase kinase, delta)
dica	840	CASP7	caspase 7, apoptosis-related cysteine protease
dichlorphenamide	759	CA1	carbonic anhydrase I
diclofenac	5742	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
diclofenac	5743	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
diclofenac	7276	TTR	transthyretin (prealbumin, amyloidosis type I)
dicumarol	1429	CRYZ	crystallin, zeta (quinone reductase)
dicumarol	1728	NQO1	NAD(P)H dehydrogenase, quinone 1
dicumarol	79001	VKORC1	vitamin K epoxide reductase complex, subunit 1
dicyclomine	1128	CHRM1	cholinergic receptor, muscarinic 1
dienestrol	2099	ESR1	estrogen receptor 1
diethylcarbamazine	240	ALOX5	arachidonate 5-lipoxygenase
diethylcarbamazine	4512	MT-CO1	mitochondrially encoded cytochrome c oxidase I
diethylphosphono group	590	BCHE	butyrylcholinesterase
diethylpropion	6530	SLC6A2	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2
diethylpropion	6531	SLC6A3	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3
diethylstilbestrol	2099	ESR1	estrogen receptor 1
diethylstilbestrol	2104	ESRRG	estrogen-related receptor gamma
diethylstilbestrol	7276	TTR	transthyretin (prealbumin, amyloidosis type I)
diflorasone	301	ANXA1	annexin A1
diflunisal	213	ALB	albumin
diflunisal	5742	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
diflunisal	5743	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
diflunisal	7276	TTR	transthyretin (prealbumin, amyloidosis type I)
digitoxin	213	ALB	albumin
digitoxin	476	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide
digoxin	10599	SLCO1B1	solute carrier organic anion transporter family, member 1B1
digoxin	476	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide
dihydroergotamine	3351	HTR1B	5-hydroxytryptamine (serotonin) receptor 1B
dihydroergotamine	3352	HTR1D	5-hydroxytryptamine (serotonin) receptor 1D
dihydroergotamine	3356	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A
dihydrogenphosphate ion	51181	DCXR	dicarbonyl/L-xylulose reductase
dihydromorphine	10206	RFP2	ret finger protein 2
dihydromorphine	5443	POMC	proopiomelanocortin (adrenocorticotropin/ beta-lipotropin/ alpha-melanocyte stimulating hormone/ beta-melanocyte stimulating hormone/ beta-endorphin)
dihydrotachysterol	7421	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor
dihydrotestosterone	3292	HSD17B1	hydroxysteroid (17-beta) dehydrogenase 1
dihydrotestosterone	367	AR	androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)
dihydrotestosterone	6462	SHBG	sex hormone-binding globulin
dihydroxyaluminium	7137	TNNI3	troponin I, cardiac
dihydroxyaluminium	7416	VDAC1	voltage-dependent anion channel 1
dihydroxyaluminium	7417	VDAC2	voltage-dependent anion channel 2
dihydroxyaluminium	7419	VDAC3	voltage-dependent anion channel 3
diisopropylphosphono group	1803	DPP4	dipeptidylpeptidase 4 (CD26, adenosine deaminase complexing protein 2)
diisopropylphosphono group	629	BF	B-factor, properdin
di-linoleoyl-3-sn-phosphatidylcholine	58488	PCTP	phosphatidylcholine transfer protein
diltiazem	786	CACNG1	calcium channel, voltage-dependent, gamma subunit 1
dimenhydrinate	3269	HRH1	histamine receptor H1
dimethyl sulfoxide	10105	PPIF	peptidylprolyl isomerase F (cyclophilin F)
dimethyl sulfoxide	2288	FKBP4	FK506 binding protein 4, 59kDa
dimethyl sulfoxide	5054	SERPINE1	serine (or cysteine) proteinase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1
dimethyl sulfoxide	573971	NoName	NoDesc
dimethyl sulfoxide	6044	RNU108	RNA, U108 small nucleolar
dimethyl sulfoxide	7276	TTR	transthyretin (prealbumin, amyloidosis type I)
dimethyl sulfoxide	8644	AKR1C3	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)
dimethylthiambutene	4985	OPRD1	opioid receptor, delta 1
dimethylthiambutene	4988	OPRM1	opioid receptor, mu 1
dimethyltryptamine	3362	HTR6	5-hydroxytryptamine (serotonin) receptor 6
diminazene	25824	PRDX5	peroxiredoxin 5
dinoprostone	5731	PTGER1	prostaglandin E receptor 1 (subtype EP1), 42kDa
dinoprostone	5732	PTGER2	prostaglandin E receptor 2 (subtype EP2), 53kDa
dinoprostone	5733	PTGER3	prostaglandin E receptor 3 (subtype EP3)
dinoprostone	5734	PTGER4	prostaglandin E receptor 4 (subtype EP4)
dinoprost tromethamine	5739	PTGIR	prostaglandin I2 (prostacyclin) receptor (IP)
diphemanil methylsulfate	1131	CHRM3	cholinergic receptor, muscarinic 3
diphenhydramine	3269	HRH1	histamine receptor H1
diphenidol	1128	CHRM1	cholinergic receptor, muscarinic 1
diphenidol	1129	CHRM2	cholinergic receptor, muscarinic 2
diphenidol	1131	CHRM3	cholinergic receptor, muscarinic 3
diphenoxylate	4988	OPRM1	opioid receptor, mu 1
diphenylacetic acid	1508	CTSB	cathepsin B
diphenylpyraline	3269	HRH1	histamine receptor H1
dipivefrin	150	ADRA2A	adrenergic, alpha-2A-, receptor
diprenorphine	10206	RFP2	ret finger protein 2
diprenorphine	4985	OPRD1	opioid receptor, delta 1
diprenorphine	5173	PDYN	prodynorphin
diprenorphine	5443	POMC	proopiomelanocortin (adrenocorticotropin/ beta-lipotropin/ alpha-melanocyte stimulating hormone/ beta-melanocyte stimulating hormone/ beta-endorphin)
dipyridamole	100	ADA	adenosine deaminase
dipyridamole	10846	PDE10A	phosphodiesterase 10A
dipyridamole	5141	PDE4A	phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)
dipyridamole	5243	ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1
dipyridamole	8654	PDE5A	phosphodiesterase 5A, cGMP-specific
dipyrone	5742	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
disopyramide	5004	ORM1	orosomucoid 1
disopyramide	6331	SCN5A	sodium channel, voltage-gated, type V, alpha (long QT syndrome 3)
di-stearoyl-3-sn-phosphatidylcholine	671	BPI	bactericidal/permeability-increasing protein
di-stearoyl-3-sn-phosphatidylethanolamine	5660	PSAP	prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)
disulfiram	217	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)
disulfiram	706	BZRP	benzodiazapine receptor (peripheral)
dithioerythritol	7083	TK1	thymidine kinase 1, soluble
divalproex sodium	18	ABAT	4-aminobutyrate aminotransferase
d-methionine	10988	METAP2	methionyl aminopeptidase 2
d-myo-inositol-1,4,5-triphosphate	3706	ITPKA	inositol 1,4,5-trisphosphate 3-kinase A
dobutamine	153	ADRB1	adrenergic, beta-1-, receptor
docetaxel	596	BCL2	B-cell CLL/lymphoma 2
docetaxel	81027	TUBB1	tubulin, beta 1
docosa-4,7,10,13,16,19-hexaenoic acid	2173	FABP7	fatty acid binding protein 7, brain
dodecane-trimethylamine	5781	PTPN11	protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)
dodecyl-alpha-d-maltoside	5916	RARG	retinoic acid receptor, gamma
dofetilide	3757	KCNH2	potassium voltage-gated channel, subfamily H (eag-related), member 2
dofetilide	3768	KCNJ12	potassium inwardly-rectifying channel, subfamily J, member 12
dofetilide	3776	KCNK2	potassium channel, subfamily K, member 2
dolasetron	3359	HTR3A	5-hydroxytryptamine (serotonin) receptor 3A
domperidone	1813	DRD2	dopamine receptor D2
donepezil	3356	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A
donepezil	43	ACHE	acetylcholinesterase (YT blood group)
dopamine	153	ADRB1	adrenergic, beta-1-, receptor
dopamine	1621	DBH	dopamine beta-hydroxylase (dopamine beta-monooxygenase)
dopamine	1812	DRD1	dopamine receptor D1
dornase alfa	58	ACTA1	actin, alpha 1, skeletal muscle
dorzolamide	760	CA2	carbonic anhydrase II
double oxidized cysteine	1017	CDK2	cyclin-dependent kinase 2
double oxidized cysteine	11315	PARK7	Parkinson disease (autosomal recessive, early onset) 7
double oxidized cysteine	1414	CRYBB1	crystallin, beta B1
double oxidized cysteine	5770	PTPN1	protein tyrosine phosphatase, non-receptor type 1
double oxidized cysteine	994	CDC25B	cell division cycle 25B
doxacurium	1129	CHRM2	cholinergic receptor, muscarinic 2
doxacurium	1135	CHRNA2	cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)
doxacurium chloride	1129	CHRM2	cholinergic receptor, muscarinic 2
doxacurium chloride	1135	CHRNA2	cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)
doxazosin	146	ADRA1D	adrenergic, alpha-1D-, receptor
doxazosin	147	ADRA1B	adrenergic, alpha-1B-, receptor
doxazosin	148	ADRA1A	adrenergic, alpha-1A-, receptor
doxepin	3269	HRH1	histamine receptor H1
doxepin	3274	HRH2	histamine receptor H2
doxepin	6530	SLC6A2	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2
doxepin	6532	SLC6A4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4
doxorubicin	7153	TOP2A	topoisomerase (DNA) II alpha 170kDa
doxylamine	1128	CHRM1	cholinergic receptor, muscarinic 1
doxylamine	3269	HRH1	histamine receptor H1
dpb-t	56953	NT5M	5',3'-nucleotidase, mitochondrial
d-phenylalanine	883	CCBL1	cysteine conjugate-beta lyase; cytoplasmic (glutamine transaminase K, kyneurenine aminotransferase)
dromostanolone	2099	ESR1	estrogen receptor 1
dromostanolone	367	AR	androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)
dromostanolone	5618	PRLR	prolactin receptor
dromostanolone	6462	SHBG	sex hormone-binding globulin
droperidol	1813	DRD2	dopamine receptor D2
drospirenone	2099	ESR1	estrogen receptor 1
drospirenone	5241	PGR	progesterone receptor
drotrecogin alfa	10544	PROCR	protein C receptor, endothelial (EPCR)
drotrecogin alfa	1356	CP	ceruloplasmin (ferroxidase)
drotrecogin alfa	2147	F2	coagulation factor II (thrombin)
drotrecogin alfa	2153	F5	coagulation factor V (proaccelerin, labile factor)
drotrecogin alfa	2157	F8	coagulation factor VIII, procoagulant component (hemophilia A)
drotrecogin alfa	2677	GGCX	gamma-glutamyl carboxylase
drotrecogin alfa	5054	SERPINE1	serine (or cysteine) proteinase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1
drotrecogin alfa	5104	SERPINA5	serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5
drotrecogin alfa	5196	PF4	platelet factor 4 (chemokine (C-X-C motif) ligand 4)
drotrecogin alfa	5269	SERPINB6	serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 6
drotrecogin alfa	5627	PROS1	protein S (alpha)
drotrecogin alfa	7056	THBD	thrombomodulin
droxidopa	146	ADRA1D	adrenergic, alpha-1D-, receptor
droxidopa	147	ADRA1B	adrenergic, alpha-1B-, receptor
droxidopa	148	ADRA1A	adrenergic, alpha-1A-, receptor
droxidopa	150	ADRA2A	adrenergic, alpha-2A-, receptor
droxidopa	151	ADRA2B	adrenergic, alpha-2B-, receptor
droxidopa	152	ADRA2C	adrenergic, alpha-2C-, receptor
droxidopa	153	ADRB1	adrenergic, beta-1-, receptor
droxidopa	154	ADRB2	adrenergic, beta-2-, receptor, surface
droxidopa	155	ADRB3	adrenergic, beta-3-, receptor
droxidopa	5053	PAH	phenylalanine hydroxylase
droxidopa	6530	SLC6A2	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2
d-serine	2741	GLRA1	glycine receptor, alpha 1 (startle disease/hyperekplexia, stiff man syndrome)
d-tartaric acid	1656	DDX6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6
d-tartaric acid	27087	B3GAT1	beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)
d-tartaric acid	54210	TREM1	triggering receptor expressed on myeloid cells 1
d-tartaric acid	55662	HIF1AN	hypoxia-inducible factor 1, alpha subunit inhibitor
duloxetine	6530	SLC6A2	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2
duloxetine	6531	SLC6A3	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3
duloxetine	6532	SLC6A4	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4
dump	7298	TYMS	thymidylate synthetase
duroquinone	1728	NQO1	NAD(P)H dehydrogenase, quinone 1
dutasteride	6715	SRD5A1	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)
dutasteride	6716	SRD5A2	steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)
dyclonine	6336	SCN10A	sodium channel, voltage-gated, type X, alpha
dydrogesterone	5241	PGR	progesterone receptor
dyphylline	27115	PDE7B	phosphodiesterase 7B
dyphylline	5141	PDE4A	phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)
dyphylline	5142	PDE4B	phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)
dyphylline	5143	PDE4C	phosphodiesterase 4C, cAMP-specific (phosphodiesterase E1 dunce homolog, Drosophila)
dyphylline	5144	PDE4D	phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)
dyphylline	5150	PDE7A	phosphodiesterase 7A
(e)-(2r,3r,4s,5r)-3,4,5-trihydroxy-2-methoxy-8,8-dimethyl-non-6-enoic acid ((3s,6r)-6-hydroxy-2-oxo-azepan-3-yl)-amide	10988	METAP2	methionyl aminopeptidase 2
echothiophate iodide	590	BCHE	butyrylcholinesterase
eculizumab	727	C5	complement component 5
edrophonium	43	ACHE	acetylcholinesterase (YT blood group)
efalizumab	2209	FCGR1A	Fc fragment of IgG, high affinity Ia, receptor (CD64)
efalizumab	2212	FCGR2A	Fc fragment of IgG, low affinity IIa, receptor (CD32)
efalizumab	2213	FCGR2B	Fc fragment of IgG, low affinity IIb, receptor (CD32)
efalizumab	2214	FCGR3A	Fc fragment of IgG, low affinity IIIa, receptor (CD16a)
efalizumab	2215	FCGR3B	Fc fragment of IgG, low affinity IIIb, receptor (CD16b)
efalizumab	3683	ITGAL	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)
efalizumab	712	C1QA	complement component 1, q subcomponent, alpha polypeptide
efalizumab	713	C1QB	complement component 1, q subcomponent, beta polypeptide
efalizumab	714	C1QG	complement component 1, q subcomponent, gamma polypeptide
efalizumab	715	C1R	complement component 1, r subcomponent
eletriptan	3350	HTR1A	5-hydroxytryptamine (serotonin) receptor 1A
eletriptan	3351	HTR1B	5-hydroxytryptamine (serotonin) receptor 1B
eletriptan	3352	HTR1D	5-hydroxytryptamine (serotonin) receptor 1D
